date,price
2008-05-21 ,1044.23529412
2008-05-22 ,1040.98039216
2008-05-23 ,1057.23529412
2008-05-24 ,1044.01960784
2008-05-25 ,1011.76470588
2008-05-26 ,1044.53921569
2008-05-27 ,1022.51960784
2008-05-28 ,987.62745098
2008-05-29 ,1006.43137255
2008-05-30 ,1054.0
2008-05-31 ,1051.96078431
2008-06-01 ,1024.33333333
2008-06-02 ,1028.05882353
2008-06-03 ,1006.87254902
2008-06-04 ,1050.74509804
2008-06-05 ,1059.41176471
2008-06-06 ,1036.19607843
2008-06-07 ,1036.3627451
2008-06-08 ,985.470588235
2008-06-09 ,1024.95098039
2008-06-10 ,1054.40196078
2008-06-11 ,1063.48039216
2008-06-12 ,1058.54901961
2008-06-13 ,1057.2745098
2008-06-14 ,1069.5
2008-06-15 ,1043.47058824
2008-06-16 ,1067.30392157
2008-06-17 ,1071.11764706
2008-06-18 ,1056.96078431
2008-06-19 ,1067.16666667
2008-06-20 ,1061.8627451
2008-06-21 ,1072.43137255
